path_A,speaker_id_A,yt_id_A,vid_id_A,path_B,speaker_id_B,yt_id_B,vid_id_B
data/Eddie_Izzard/1.6/8cfyJEV7hP8/5,113,8cfyJEV7hP8,5,data/Edward_Asner/1.6/R_h7875g_PI/6,16,R_h7875g_PI,6
data/Eddie_Izzard/1.6/ZpPPaMazpf0/14,113,ZpPPaMazpf0,14,data/Ellen_Wong/1.6/A3ZvNuG8_oM/11,1156,A3ZvNuG8_oM,11
data/Eduardo_Noriega/1.6/tbh20gz_KRA/20,112,tbh20gz_KRA,20,data/Eddie_Izzard/1.6/GRB1GXRafiY/3,113,GRB1GXRafiY,3
data/Edgar_Wright/1.6/5YncBThNd5E/28,943,5YncBThNd5E,28,data/Elisabeth_Moss/1.6/9HcPA8lluoY/1,587,9HcPA8lluoY,1
data/Emraan_Hashmi/1.6/gm6PJowclv0/27,457,gm6PJowclv0,27,data/Eugene_Levy/1.6/JQtDfEz08aU/20,166,JQtDfEz08aU,20
data/Ernest_Borgnine/1.6/8EDKH42GZ1o/5,650,8EDKH42GZ1o,5,data/Edward_Asner/1.6/QOq66XogW3Q/10,16,QOq66XogW3Q,10
data/Eoin_Macken/1.6/MHOCv7pOmG4/10,1015,MHOCv7pOmG4,10,data/Estelle_Harris/1.6/VCEs8oAQAiM/5,518,VCEs8oAQAiM,5
data/Eli_Roth/1.6/j5ArtKwbobY/10,753,j5ArtKwbobY,10,data/Eddie_Izzard/1.6/8cfyJEV7hP8/7,113,8cfyJEV7hP8,7
data/Eleanor_Tomlinson/1.6/XtwIcZPYN_8/1,906,XtwIcZPYN_8,1,data/Edward_Asner/1.6/rgcxEM5jOc4/1,16,rgcxEM5jOc4,1
data/Esai_Morales/1.6/33L7c-DPCJQ/1,437,33L7c-DPCJQ,1,data/Edgar_Wright/1.6/YloBWJxXzMI/4,943,YloBWJxXzMI,4
data/Eddie_Izzard/1.6/8fKRoUIpAJY/11,113,8fKRoUIpAJY,11,data/Ed_Westwick/1.6/LjLjQkfhd2o/4,844,LjLjQkfhd2o,4
data/Eddie_Kaye_Thomas/1.6/89UnsytX6Y8/10,865,89UnsytX6Y8,10,data/Eoin_Macken/1.6/l3J1f06Slfo/5,1015,l3J1f06Slfo,5
data/Emily_Atack/1.6/kt4P4cyTpWQ/8,871,kt4P4cyTpWQ,8,data/Ellen_Wong/1.6/R4S2c-NiPfA/8,1156,R4S2c-NiPfA,8
data/Elle_Fanning/1.6/PlJd6NVoigs/4,1119,PlJd6NVoigs,4,data/Esai_Morales/1.6/VRCidrXwd1s/3,437,VRCidrXwd1s,3
data/Erin_Andrews/1.6/x3QoGpHxThw/4,919,x3QoGpHxThw,4,data/Eddie_Izzard/1.6/8cfyJEV7hP8/34,113,8cfyJEV7hP8,34
data/Estelle_Harris/1.6/VCEs8oAQAiM/4,518,VCEs8oAQAiM,4,data/Ernie_Hudson/1.6/BVFTRGHuk3M/1,1132,BVFTRGHuk3M,1
data/Erin_Andrews/1.6/z1ZWYfCuRKY/4,919,z1ZWYfCuRKY,4,data/Elisabeth_Moss/1.6/FUqAFZmZJ80/14,587,FUqAFZmZJ80,14
data/Erik_Estrada/1.6/U_1vfIVOigA/6,1106,U_1vfIVOigA,6,data/Eric_Roberts/1.6/6pjKcuVoHLM/13,687,6pjKcuVoHLM,13
data/Elle_Fanning/1.6/7I1GtGzVfmw/3,1119,7I1GtGzVfmw,3,data/Eoin_Macken/1.6/TwfthltapLg/6,1015,TwfthltapLg,6
data/Ezra_Miller/1.6/qFrRfhWombs/13,106,qFrRfhWombs,13,data/Edgar_Wright/1.6/5YncBThNd5E/13,943,5YncBThNd5E,13
data/Edward_Asner/1.6/Pp-rAswo4Xg/3,16,Pp-rAswo4Xg,3,data/Eleanor_Tomlinson/1.6/ek_uqADnhPQ/9,906,ek_uqADnhPQ,9
data/Elaine_Cassidy/1.6/YcIZDAhexy8/1,491,YcIZDAhexy8,1,data/Eva_Longoria/1.6/IpBtAcwbQb0/6,716,IpBtAcwbQb0,6
data/Eoin_Macken/1.6/BbAymRBSpPM/5,1015,BbAymRBSpPM,5,data/Emraan_Hashmi/1.6/N8_clYCM9n8/2,457,N8_clYCM9n8,2
data/Eugenio_Derbez/1.6/t0EX2dOBQjw/4,1066,t0EX2dOBQjw,4,data/Eduardo_Noriega/1.6/znxUWA2QAGs/16,112,znxUWA2QAGs,16
data/Ezra_Miller/1.6/RWpuDFuKFjY/1,106,RWpuDFuKFjY,1,data/Eli_Roth/1.6/gAKHqHbNt2g/12,753,gAKHqHbNt2g,12
data/Elisabeth_Moss/1.6/FUqAFZmZJ80/16,587,FUqAFZmZJ80,16,data/Eugenio_Derbez/1.6/t0EX2dOBQjw/3,1066,t0EX2dOBQjw,3
data/Eartha_Kitt/1.6/GWXujl-xAVM/36,365,GWXujl-xAVM,36,data/Eddie_McClintock/1.6/Mdk1SXywHck/14,699,Mdk1SXywHck,14
data/Emraan_Hashmi/1.6/v6MWr5UAZ94/9,457,v6MWr5UAZ94,9,data/Eoin_Macken/1.6/k1jiAINXHRI/3,1015,k1jiAINXHRI,3
data/Eddie_Izzard/1.6/ZpPPaMazpf0/16,113,ZpPPaMazpf0,16,data/Edgar_Wright/1.6/5YncBThNd5E/7,943,5YncBThNd5E,7
data/Esai_Morales/1.6/VRCidrXwd1s/40,437,VRCidrXwd1s,40,data/Eric_Braeden/1.6/VweNonqOdrE/8,364,VweNonqOdrE,8
data/Edward_Asner/1.6/y990f6UiEEM/1,16,y990f6UiEEM,1,data/Eric_Dane/1.6/3tvnlmkCiTw/10,983,3tvnlmkCiTw,10
data/Eva_Longoria/1.6/yUv37vQWmzE/11,716,yUv37vQWmzE,11,data/Eddie_Izzard/1.6/8cfyJEV7hP8/16,113,8cfyJEV7hP8,16
data/Elaine_Hendrix/1.6/RDFdX3VxjUQ/10,781,RDFdX3VxjUQ,10,data/Eoin_Macken/1.6/rZQMeH1FCvM/3,1015,rZQMeH1FCvM,3
data/Erik_Estrada/1.6/hjvQiiG71rM/25,1106,hjvQiiG71rM,25,data/Eric_Dane/1.6/ywZWrIt52KQ/3,983,ywZWrIt52KQ,3
data/Edgar_Wright/1.6/CooJzMgoxzw/2,943,CooJzMgoxzw,2,data/Eugene_Levy/1.6/JQtDfEz08aU/4,166,JQtDfEz08aU,4
data/Edgar_Wright/1.6/AjY0B7kh_-k/1,943,AjY0B7kh_-k,1,data/Elle_Fanning/1.6/isKyMAYUOgg/8,1119,isKyMAYUOgg,8
data/Ernie_Hudson/1.6/6uqGkiR2oTI/1,1132,6uqGkiR2oTI,1,data/Emraan_Hashmi/1.6/0H91VC07Q3s/2,457,0H91VC07Q3s,2
data/Ernest_Borgnine/1.6/Xroutc-3_SU/5,650,Xroutc-3_SU,5,data/Eddie_Izzard/1.6/eLl_yTeuaKo/21,113,eLl_yTeuaKo,21
data/Elle_Fanning/1.6/rPKjog9010U/1,1119,rPKjog9010U,1,data/Eddie_McClintock/1.6/Mdk1SXywHck/11,699,Mdk1SXywHck,11
data/Eoin_Macken/1.6/MHOCv7pOmG4/5,1015,MHOCv7pOmG4,5,data/Edward_Asner/1.6/rgcxEM5jOc4/2,16,rgcxEM5jOc4,2
data/Elodie_Yung/1.6/8l5ZnDf-FUA/19,270,8l5ZnDf-FUA,19,data/Ernest_Borgnine/1.6/7byARrJfhlI/1,650,7byARrJfhlI,1
data/Ernest_Borgnine/1.6/AytdA2W0Y_M/7,650,AytdA2W0Y_M,7,data/Edgar_Wright/1.6/5WOZXLMujwY/1,943,5WOZXLMujwY,1
data/Emraan_Hashmi/1.6/gm6PJowclv0/7,457,gm6PJowclv0,7,data/Eli_Wallach/1.6/RNYNkXzY5Hk/6,770,RNYNkXzY5Hk,6
data/Estelle_Harris/1.6/Zs8VK91yVMI/14,518,Zs8VK91yVMI,14,data/Elaine_Hendrix/1.6/FL2UicCNcwI/2,781,FL2UicCNcwI,2
data/Estelle_Harris/1.6/LKDWhdJQFco/20,518,LKDWhdJQFco,20,data/Esai_Morales/1.6/_zm31vf2P7U/2,437,_zm31vf2P7U,2
data/Edward_Asner/1.6/_a9CIdlTOr8/1,16,_a9CIdlTOr8,1,data/Eugene_Levy/1.6/zV7LlMi0eHo/12,166,zV7LlMi0eHo,12
data/Eddie_Izzard/1.6/gHPh9j7lc58/6,113,gHPh9j7lc58,6,data/Eddie_Izzard/1.6/gHPh9j7lc58/8,113,gHPh9j7lc58,8
data/Eugenio_Derbez/1.6/cpXXdMJuCdw/5,1066,cpXXdMJuCdw,5,data/Eric_Roberts/1.6/6-VE8e8RtZE/3,687,6-VE8e8RtZE,3
data/Eric_McCormack/1.6/p1--IINtgGg/3,379,p1--IINtgGg,3,data/Eric_Dane/1.6/D8jV1M4V6UQ/1,983,D8jV1M4V6UQ,1
data/Edward_Asner/1.6/_a9CIdlTOr8/3,16,_a9CIdlTOr8,3,data/Eartha_Kitt/1.6/5r0dWxy17C8/18,365,5r0dWxy17C8,18
data/Eric_Dane/1.6/ywZWrIt52KQ/2,983,ywZWrIt52KQ,2,data/Emraan_Hashmi/1.6/0H91VC07Q3s/5,457,0H91VC07Q3s,5
data/Ezra_Miller/1.6/XMLMvfrgdzY/16,106,XMLMvfrgdzY,16,data/Edgar_Wright/1.6/YloBWJxXzMI/17,943,YloBWJxXzMI,17
data/Eddie_Izzard/1.6/ZpPPaMazpf0/3,113,ZpPPaMazpf0,3,data/Ernest_Borgnine/1.6/8Sz2-IYJ2GA/15,650,8Sz2-IYJ2GA,15
data/Emraan_Hashmi/1.6/gm6PJowclv0/21,457,gm6PJowclv0,21,data/Ed_Westwick/1.6/1gtz-CUIygI/9,844,1gtz-CUIygI,9
data/Emraan_Hashmi/1.6/ETJd_jPboYc/9,457,ETJd_jPboYc,9,data/Eugenio_Derbez/1.6/3QrLepYlH6o/11,1066,3QrLepYlH6o,11
data/Eartha_Kitt/1.6/5r0dWxy17C8/19,365,5r0dWxy17C8,19,data/Eric_McCormack/1.6/SKwsA_nq1P8/5,379,SKwsA_nq1P8,5
data/Edward_Asner/1.6/DSGE2F5sTcg/16,16,DSGE2F5sTcg,16,data/Edgar_Wright/1.6/wVIZhnJ79sI/3,943,wVIZhnJ79sI,3
data/Eugenio_Derbez/1.6/cYYuaKq_54I/1,1066,cYYuaKq_54I,1,data/Eugenio_Derbez/1.6/3QrLepYlH6o/4,1066,3QrLepYlH6o,4
data/Eric_McCormack/1.6/sr0JJ4UghCE/3,379,sr0JJ4UghCE,3,data/Eugenio_Derbez/1.6/Piw0wvQbpnQ/6,1066,Piw0wvQbpnQ,6
data/Efren_Ramirez/1.6/4Q1IvdayPR8/2,915,4Q1IvdayPR8,2,data/Elaine_Hendrix/1.6/R1RQnIQGy10/1,781,R1RQnIQGy10,1
data/Edgar_Wright/1.6/CAhGBfTmCHw/5,943,CAhGBfTmCHw,5,data/Emraan_Hashmi/1.6/2qlrpSAc9Xs/22,457,2qlrpSAc9Xs,22
data/Eli_Wallach/1.6/EoCPhxtWUOc/4,770,EoCPhxtWUOc,4,data/Eric_Dane/1.6/w9jwTc5wuV4/1,983,w9jwTc5wuV4,1
data/Edgar_Wright/1.6/cytGIvwJ3NA/4,943,cytGIvwJ3NA,4,data/Elaine_Hendrix/1.6/RDFdX3VxjUQ/14,781,RDFdX3VxjUQ,14
data/Erik_Estrada/1.6/hjvQiiG71rM/35,1106,hjvQiiG71rM,35,data/Erik_Estrada/1.6/U_1vfIVOigA/4,1106,U_1vfIVOigA,4
data/Emraan_Hashmi/1.6/gm6PJowclv0/13,457,gm6PJowclv0,13,data/Ezra_Miller/1.6/qFrRfhWombs/12,106,qFrRfhWombs,12
data/Eric_Braeden/1.6/49XYNpeN23I/3,364,49XYNpeN23I,3,data/Emraan_Hashmi/1.6/V8lBsb7UJEU/1,457,V8lBsb7UJEU,1
data/Edgar_Wright/1.6/5YncBThNd5E/15,943,5YncBThNd5E,15,data/Efren_Ramirez/1.6/DTbpchx4xes/7,915,DTbpchx4xes,7
data/Esai_Morales/1.6/K2_D_tFdAgY/8,437,K2_D_tFdAgY,8,data/Eddie_Izzard/1.6/prqT1CcDqMc/21,113,prqT1CcDqMc,21
data/Eva_Green/1.6/4E-dEOQQsvo/6,833,4E-dEOQQsvo,6,data/Edgar_Wright/1.6/S0j29b3KVWQ/5,943,S0j29b3KVWQ,5
data/Eric_Roberts/1.6/6pjKcuVoHLM/7,687,6pjKcuVoHLM,7,data/Edgar_Wright/1.6/FDhJhEu0JUM/6,943,FDhJhEu0JUM,6
data/Elodie_Yung/1.6/sf4uMnkYFG8/10,270,sf4uMnkYFG8,10,data/Edgar_Wright/1.6/AjY0B7kh_-k/2,943,AjY0B7kh_-k,2
data/Estelle_Harris/1.6/R5JGtwc4o1M/14,518,R5JGtwc4o1M,14,data/Eddie_Izzard/1.6/8cfyJEV7hP8/2,113,8cfyJEV7hP8,2
data/Elaine_Hendrix/1.6/UkIpd_3qMak/3,781,UkIpd_3qMak,3,data/Elaine_Cassidy/1.6/YcIZDAhexy8/3,491,YcIZDAhexy8,3
data/Eleanor_Tomlinson/1.6/Zbz058o9j6s/3,906,Zbz058o9j6s,3,data/Elodie_Yung/1.6/7UePD3HoAS8/2,270,7UePD3HoAS8,2
data/Eric_McCormack/1.6/Y-qKARMSO7k/5,379,Y-qKARMSO7k,5,data/Emile_Hirsch/1.6/KacOkTDTi-g/1,158,KacOkTDTi-g,1
data/Eoin_Macken/1.6/g2jVmC3qCNA/2,1015,g2jVmC3qCNA,2,data/Esai_Morales/1.6/WAbHmvQ9zME/2,437,WAbHmvQ9zME,2
data/Eric_McCormack/1.6/5K8DAWq6wJc/2,379,5K8DAWq6wJc,2,data/Eric_Braeden/1.6/49XYNpeN23I/2,364,49XYNpeN23I,2
data/Eva_Green/1.6/2SaEbN8hYz4/18,833,2SaEbN8hYz4,18,data/Edgar_Wright/1.6/FDhJhEu0JUM/17,943,FDhJhEu0JUM,17
data/Ernest_Borgnine/1.6/8Sz2-IYJ2GA/13,650,8Sz2-IYJ2GA,13,data/Emile_Hirsch/1.6/VYk_DxNl_T8/3,158,VYk_DxNl_T8,3
data/Ernest_Borgnine/1.6/BL7XmN8w_UY/1,650,BL7XmN8w_UY,1,data/Elodie_Yung/1.6/PUUr1KgX0Go/1,270,PUUr1KgX0Go,1
data/Ernest_Borgnine/1.6/Fi8lnFPYgII/2,650,Fi8lnFPYgII,2,data/Elle_Fanning/1.6/yAe_ZhyWdnI/1,1119,yAe_ZhyWdnI,1
data/Eoin_Macken/1.6/SJxWXqMu2ds/3,1015,SJxWXqMu2ds,3,data/Eric_Braeden/1.6/NRMQOFYS41I/4,364,NRMQOFYS41I,4
data/Eugene_Levy/1.6/CaR6c7RO7Dc/2,166,CaR6c7RO7Dc,2,data/Eugenio_Derbez/1.6/Piw0wvQbpnQ/14,1066,Piw0wvQbpnQ,14
data/Eva_Longoria/1.6/cR5FfR4TbEI/3,716,cR5FfR4TbEI,3,data/Emraan_Hashmi/1.6/ENIHEvg_VLM/10,457,ENIHEvg_VLM,10
data/Eugene_Levy/1.6/JQtDfEz08aU/32,166,JQtDfEz08aU,32,data/Emraan_Hashmi/1.6/57KbI2UvGss/21,457,57KbI2UvGss,21
data/Emile_Hirsch/1.6/dDnqp9503Mg/14,158,dDnqp9503Mg,14,data/Eartha_Kitt/1.6/GWXujl-xAVM/55,365,GWXujl-xAVM,55
data/Efren_Ramirez/1.6/f0I1IC6DJfo/1,915,f0I1IC6DJfo,1,data/Esai_Morales/1.6/2Er-cV85fc4/8,437,2Er-cV85fc4,8
data/Estelle_Harris/1.6/VCEs8oAQAiM/11,518,VCEs8oAQAiM,11,data/Elisabeth_Moss/1.6/LbFFEF1pHO0/3,587,LbFFEF1pHO0,3
data/Eli_Roth/1.6/r9-0pljhZqs/12,753,r9-0pljhZqs,12,data/Eva_Longoria/1.6/120gjdqGWNQ/15,716,120gjdqGWNQ,15
data/Eddie_Izzard/1.6/SgBON1gLfbo/1,113,SgBON1gLfbo,1,data/Ellen_Burstyn/1.6/I99R40TUF1s/20,268,I99R40TUF1s,20
data/Eddie_Izzard/1.6/hW0Q6eHqN-U/10,113,hW0Q6eHqN-U,10,data/Edward_Asner/1.6/DSGE2F5sTcg/4,16,DSGE2F5sTcg,4
data/Elaine_Cassidy/1.6/d7S0qeo6EP0/5,491,d7S0qeo6EP0,5,data/Efren_Ramirez/1.6/DTbpchx4xes/1,915,DTbpchx4xes,1
data/Emraan_Hashmi/1.6/3kzw8lTcUBU/22,457,3kzw8lTcUBU,22,data/Eugenio_Derbez/1.6/Piw0wvQbpnQ/17,1066,Piw0wvQbpnQ,17
data/Elisabeth_Moss/1.6/LbFFEF1pHO0/7,587,LbFFEF1pHO0,7,data/Eric_Roberts/1.6/6pjKcuVoHLM/2,687,6pjKcuVoHLM,2
data/Eoin_Macken/1.6/gegIAYxfpVA/2,1015,gegIAYxfpVA,2,data/Emraan_Hashmi/1.6/3kzw8lTcUBU/29,457,3kzw8lTcUBU,29
data/Emile_Hirsch/1.6/0bA1AJCGEOo/1,158,0bA1AJCGEOo,1,data/Eli_Wallach/1.6/7yx9A0yzLYk/6,770,7yx9A0yzLYk,6
data/Ellen_Wong/1.6/A3ZvNuG8_oM/8,1156,A3ZvNuG8_oM,8,data/Elaine_Cassidy/1.6/v0Q-VyO4TjI/4,491,v0Q-VyO4TjI,4
data/Eugenio_Derbez/1.6/3QrLepYlH6o/1,1066,3QrLepYlH6o,1,data/Eli_Wallach/1.6/7yx9A0yzLYk/35,770,7yx9A0yzLYk,35
data/Eartha_Kitt/1.6/GWXujl-xAVM/54,365,GWXujl-xAVM,54,data/Ernest_Borgnine/1.6/2cAiIYHfon0/9,650,2cAiIYHfon0,9
data/Eric_McCormack/1.6/z2AISmwaXjo/1,379,z2AISmwaXjo,1,data/Eric_Braeden/1.6/a4msZPEjhMc/1,364,a4msZPEjhMc,1
data/Eleanor_Tomlinson/1.6/nYsLbFOQfOI/1,906,nYsLbFOQfOI,1,data/Erik_Estrada/1.6/6qFnVechX9o/23,1106,6qFnVechX9o,23
data/Eartha_Kitt/1.6/GWXujl-xAVM/15,365,GWXujl-xAVM,15,data/Eleanor_Tomlinson/1.6/qkZNuvX1UNo/9,906,qkZNuvX1UNo,9
data/Esai_Morales/1.6/VRCidrXwd1s/42,437,VRCidrXwd1s,42,data/Edward_Asner/1.6/DSGE2F5sTcg/8,16,DSGE2F5sTcg,8
data/Evanna_Lynch/1.6/XQWpVt5n3Ic/7,1129,XQWpVt5n3Ic,7,data/Elle_Fanning/1.6/FP4TghS5_UQ/2,1119,FP4TghS5_UQ,2
data/Eli_Roth/1.6/r9-0pljhZqs/11,753,r9-0pljhZqs,11,data/Eli_Roth/1.6/vaK4t1-WD4M/49,753,vaK4t1-WD4M,49
data/Ernest_Borgnine/1.6/8EDKH42GZ1o/1,650,8EDKH42GZ1o,1,data/Emily_Atack/1.6/98qWWArcL3Y/2,871,98qWWArcL3Y,2
data/Eddie_Griffin/1.6/ho_r24dlPTQ/1,1014,ho_r24dlPTQ,1,data/Eartha_Kitt/1.6/8jEAjG6SegY/7,365,8jEAjG6SegY,7
data/Esai_Morales/1.6/K2_D_tFdAgY/17,437,K2_D_tFdAgY,17,data/Eleanor_Tomlinson/1.6/neQO6_CUY4w/8,906,neQO6_CUY4w,8
data/Eva_Longoria/1.6/Cb07--9j3-Q/1,716,Cb07--9j3-Q,1,data/Eva_Green/1.6/IANjHJYjfW8/3,833,IANjHJYjfW8,3
data/Ezra_Miller/1.6/e-IdJ8a4gy4/7,106,e-IdJ8a4gy4,7,data/Esai_Morales/1.6/2Er-cV85fc4/5,437,2Er-cV85fc4,5
data/Ernest_Borgnine/1.6/Fi8lnFPYgII/19,650,Fi8lnFPYgII,19,data/Ezra_Miller/1.6/XMLMvfrgdzY/4,106,XMLMvfrgdzY,4
data/Eoin_Macken/1.6/MHOCv7pOmG4/14,1015,MHOCv7pOmG4,14,data/Ernest_Borgnine/1.6/_WKW_Jkdvq8/3,650,_WKW_Jkdvq8,3
data/Ed_Westwick/1.6/gO805KoL2RM/7,844,gO805KoL2RM,7,data/Ezra_Miller/1.6/pwfqGqgezH4/6,106,pwfqGqgezH4,6
data/Erik_Estrada/1.6/Cjt5DP6qc5Q/4,1106,Cjt5DP6qc5Q,4,data/Eric_Braeden/1.6/oTRparDs-84/5,364,oTRparDs-84,5
data/Emraan_Hashmi/1.6/v6MWr5UAZ94/7,457,v6MWr5UAZ94,7,data/Esai_Morales/1.6/OMw6_X2IDvE/1,437,OMw6_X2IDvE,1
data/Ellen_Burstyn/1.6/MHoaMi5hKkE/3,268,MHoaMi5hKkE,3,data/Eoin_Macken/1.6/l3J1f06Slfo/3,1015,l3J1f06Slfo,3
data/Erin_Andrews/1.6/HcyUmRYz-aE/2,919,HcyUmRYz-aE,2,data/Emraan_Hashmi/1.6/gm6PJowclv0/16,457,gm6PJowclv0,16
data/Eric_Roberts/1.6/utAY0zpsv1U/8,687,utAY0zpsv1U,8,data/Elaine_Cassidy/1.6/YcIZDAhexy8/4,491,YcIZDAhexy8,4
data/Elaine_Hendrix/1.6/RDFdX3VxjUQ/22,781,RDFdX3VxjUQ,22,data/Elodie_Yung/1.6/zFii0ROZZjc/2,270,zFii0ROZZjc,2
data/Eric_McCormack/1.6/OVqjDafJiGQ/1,379,OVqjDafJiGQ,1,data/Elaine_Hendrix/1.6/qBTOwaSOS-M/3,781,qBTOwaSOS-M,3
data/Edgar_Wright/1.6/5WOZXLMujwY/4,943,5WOZXLMujwY,4,data/Eva_Longoria/1.6/wtqPC9vEZ0M/3,716,wtqPC9vEZ0M,3
data/Esai_Morales/1.6/VRCidrXwd1s/16,437,VRCidrXwd1s,16,data/Eartha_Kitt/1.6/GWXujl-xAVM/25,365,GWXujl-xAVM,25
data/Edward_Asner/1.6/iEAqbqZ7dDg/11,16,iEAqbqZ7dDg,11,data/Eva_Green/1.6/2SaEbN8hYz4/26,833,2SaEbN8hYz4,26
data/Efren_Ramirez/1.6/UwVmHtdkruw/1,915,UwVmHtdkruw,1,data/Emraan_Hashmi/1.6/ya6VNZp-pXw/5,457,ya6VNZp-pXw,5
data/Ernest_Borgnine/1.6/85wn4sW4CgQ/5,650,85wn4sW4CgQ,5,data/Eric_Braeden/1.6/49XYNpeN23I/11,364,49XYNpeN23I,11
data/Elaine_Hendrix/1.6/dX8RBKI2FKc/3,781,dX8RBKI2FKc,3,data/Eleanor_Tomlinson/1.6/s4X9cwCCnFo/1,906,s4X9cwCCnFo,1
data/Eugenio_Derbez/1.6/ZLzkvnq0JxI/3,1066,ZLzkvnq0JxI,3,data/Eugenio_Derbez/1.6/nJbBcMdxQU4/2,1066,nJbBcMdxQU4,2
data/Esai_Morales/1.6/K2_D_tFdAgY/37,437,K2_D_tFdAgY,37,data/Elaine_Cassidy/1.6/PQBBKBYGWgU/3,491,PQBBKBYGWgU,3
data/Emraan_Hashmi/1.6/ya6VNZp-pXw/32,457,ya6VNZp-pXw,32,data/Edgar_Wright/1.6/X1Yr4eI2oRw/1,943,X1Yr4eI2oRw,1
data/Efren_Ramirez/1.6/4Q1IvdayPR8/14,915,4Q1IvdayPR8,14,data/Ellen_Burstyn/1.6/4SgMBa9MUvc/1,268,4SgMBa9MUvc,1
data/Emraan_Hashmi/1.6/_MMwgCduP6c/1,457,_MMwgCduP6c,1,data/Eva_Green/1.6/2SaEbN8hYz4/19,833,2SaEbN8hYz4,19
data/Eartha_Kitt/1.6/x6uYqmx31kE/9,365,x6uYqmx31kE,9,data/Eugenio_Derbez/1.6/3QrLepYlH6o/9,1066,3QrLepYlH6o,9
data/Eugenio_Derbez/1.6/t0EX2dOBQjw/5,1066,t0EX2dOBQjw,5,data/Elle_Fanning/1.6/7I1GtGzVfmw/1,1119,7I1GtGzVfmw,1
data/Eduardo_Noriega/1.6/tbh20gz_KRA/17,112,tbh20gz_KRA,17,data/Eric_McCormack/1.6/sr0JJ4UghCE/1,379,sr0JJ4UghCE,1
data/Estelle_Harris/1.6/Zs8VK91yVMI/17,518,Zs8VK91yVMI,17,data/Elaine_Hendrix/1.6/RDFdX3VxjUQ/6,781,RDFdX3VxjUQ,6
data/Erin_Andrews/1.6/x3QoGpHxThw/3,919,x3QoGpHxThw,3,data/Erik_Estrada/1.6/Cjt5DP6qc5Q/5,1106,Cjt5DP6qc5Q,5
data/Edgar_Wright/1.6/AjY0B7kh_-k/7,943,AjY0B7kh_-k,7,data/Eva_Green/1.6/ST2JZXcyYkE/1,833,ST2JZXcyYkE,1
data/Eduardo_Noriega/1.6/0rpfN7wThsg/5,112,0rpfN7wThsg,5,data/Elodie_Yung/1.6/fGlKVvjgUdY/11,270,fGlKVvjgUdY,11
data/Emile_Hirsch/1.6/0bA1AJCGEOo/3,158,0bA1AJCGEOo,3,data/Esai_Morales/1.6/KaZPZcTPQ-c/3,437,KaZPZcTPQ-c,3
data/Eric_Dane/1.6/3tvnlmkCiTw/7,983,3tvnlmkCiTw,7,data/Eric_McCormack/1.6/tlP585mCdl0/1,379,tlP585mCdl0,1
data/Eric_Roberts/1.6/kWOMY99knWI/4,687,kWOMY99knWI,4,data/Ernest_Borgnine/1.6/1ZyvrJaiLQk/22,650,1ZyvrJaiLQk,22
data/Eoin_Macken/1.6/k1jiAINXHRI/4,1015,k1jiAINXHRI,4,data/Erik_Estrada/1.6/hjvQiiG71rM/19,1106,hjvQiiG71rM,19
data/Ed_Westwick/1.6/PfcJLmkhGbk/2,844,PfcJLmkhGbk,2,data/Ezra_Miller/1.6/rxnN8thYzEQ/15,106,rxnN8thYzEQ,15
data/Eli_Wallach/1.6/YN4cTBWM-QE/6,770,YN4cTBWM-QE,6,data/Eddie_Izzard/1.6/0LbtndiXJC0/7,113,0LbtndiXJC0,7
data/Emily_Atack/1.6/7lrVxsJOOZ4/2,871,7lrVxsJOOZ4,2,data/Edward_Asner/1.6/d6WJf6TOoIQ/7,16,d6WJf6TOoIQ,7
data/Eva_Longoria/1.6/120gjdqGWNQ/24,716,120gjdqGWNQ,24,data/Eddie_Griffin/1.6/uuEXZLyyWN8/1,1014,uuEXZLyyWN8,1
data/Eoin_Macken/1.6/k1jiAINXHRI/20,1015,k1jiAINXHRI,20,data/Elisabeth_Moss/1.6/FUqAFZmZJ80/9,587,FUqAFZmZJ80,9
data/Eva_Green/1.6/2SaEbN8hYz4/13,833,2SaEbN8hYz4,13,data/Emily_Atack/1.6/4aLg_keiGHw/5,871,4aLg_keiGHw,5
data/Ernest_Borgnine/1.6/mYSVs_d1aMQ/7,650,mYSVs_d1aMQ,7,data/Eoin_Macken/1.6/rZQMeH1FCvM/15,1015,rZQMeH1FCvM,15
data/Eric_McCormack/1.6/mQ5JkSVET7c/3,379,mQ5JkSVET7c,3,data/Eva_Green/1.6/2SaEbN8hYz4/9,833,2SaEbN8hYz4,9
data/Eva_Green/1.6/kp2PpLNNfQ0/1,833,kp2PpLNNfQ0,1,data/Eoin_Macken/1.6/TnOGBL8p-RM/12,1015,TnOGBL8p-RM,12
data/Eleanor_Tomlinson/1.6/U3xR3MZjEVg/10,906,U3xR3MZjEVg,10,data/Eli_Wallach/1.6/7yx9A0yzLYk/33,770,7yx9A0yzLYk,33
data/Eartha_Kitt/1.6/x6uYqmx31kE/15,365,x6uYqmx31kE,15,data/Eva_Green/1.6/ehwAeTUqH0s/3,833,ehwAeTUqH0s,3
data/Eva_Green/1.6/ux1zzNHqQI8/4,833,ux1zzNHqQI8,4,data/Eartha_Kitt/1.6/x6uYqmx31kE/18,365,x6uYqmx31kE,18
data/Elle_Fanning/1.6/9K2YB1d8BqY/4,1119,9K2YB1d8BqY,4,data/Edward_Asner/1.6/Pp-rAswo4Xg/2,16,Pp-rAswo4Xg,2
